Fecha,Precio,Cap_de_mercado,24h_Volumen,Volatilidad_a_30_dias
18-05-01,14.246,1624677819.845,57278364.040,0.312
18-05-02,14.061,1603519159.808,55954336.512,0.283
18-05-03,14.249,1625018121.559,56616721.803,0.281
18-05-04,15.448,1761725786.581,158304.064,0.280
18-05-05,14.237,1623623966.482,52637986.475,0.293
18-05-06,14.292,1629876448.643,50921808.154,0.292
18-05-07,13.900,1585226374.216,54728270.688,0.294
18-05-08,13.685,1560686826.196,43558526.619,0.293
18-05-09,13.396,1527736118.948,37886736.301,0.294
18-05-10,14.550,1659352701.475,79023366.510,0.304
18-05-11,13.708,1563309899.251,51803462.422,0.312
18-05-12,12.933,1474947720.902,42048930.503,0.313
18-05-13,12.966,1478678736.205,33423476.399,0.310
18-05-14,13.118,1496009100.270,61394602.628,0.309
18-05-15,12.905,1471687854.029,38779197.100,0.309
18-05-16,12.561,1432425675.227,35452191.012,0.304
18-05-17,12.249,1396933971.340,28066110.086,0.303
18-05-18,12.476,1422732556.510,46569668.832,0.301
18-05-19,15.118,1724090037.444,223791296.178,0.366
18-05-20,14.163,1615137258.493,122227608.082,0.373
18-05-21,14.005,1597199734.632,85497899.520,0.366
18-05-22,14.730,1679793586.162,91489605.058,0.367
18-05-23,13.860,1580629434.335,78220692.843,0.369
18-05-24,12.630,1440307587.759,59536572.452,0.358
18-05-25,13.008,1483467051.436,50239640.966,0.337
18-05-26,12.887,1469613771.029,44892642.483,0.323
18-05-27,12.736,1452393712.250,40360487.625,0.323
18-05-28,12.567,1433110677.830,33801373.206,0.317
18-05-29,11.808,1346611593.257,27335160.132,0.322
18-05-30,12.568,1433220721.978,41481700.033,0.326
18-05-31,12.542,1430349202.266,36184483.973,0.326
18-06-01,14.166,1615512908.613,87593586.829,0.352
18-06-02,14.230,1622764040.892,74811539.625,0.341
18-06-03,14.538,1657890126.297,77636669.477,0.332
18-06-04,14.567,1661218802.566,71492789.326,0.332
18-06-05,14.214,1621015534.689,51177170.919,0.332
18-06-06,15.516,1769511870.765,94295601.469,0.343
18-06-07,17.159,1956880198.557,148007118.862,0.356
18-06-08,16.203,1847775784.986,111167937.787,0.353
18-06-09,16.146,1841322605.329,85111373.283,0.347
18-06-10,15.747,1795844126.812,76221872.719,0.342
18-06-11,14.106,1608695115.431,67909109.581,0.360
18-06-12,15.417,1758199728.241,77096058.389,0.371
18-06-13,15.283,1742850550.379,99165372.006,0.370
18-06-14,14.650,1670655403.358,83930089.651,0.372
18-06-15,14.905,1699835500.647,68071249.044,0.371
18-06-16,15.046,1715831034.707,70426732.189,0.371
18-06-17,15.734,1794376051.704,75525982.795,0.308
18-06-18,16.462,1877345029.496,100236199.444,0.303
18-06-19,16.856,1922228028.134,94382741.228,0.303
18-06-20,16.646,1898315438.667,72361370.756,0.301
18-06-21,16.012,1826063065.831,56564944.995,0.297
18-06-22,16.982,1936593427.474,111887531.714,0.284
18-06-23,15.653,1785050164.008,99332781.679,0.297
18-06-24,15.653,1785107296.805,63854331.741,0.297
18-06-25,14.471,1650237902.676,84535285.260,0.308
18-06-26,14.921,1701590502.405,54116260.140,0.308
18-06-27,14.137,1612147068.053,32577626.882,0.307
