time1,prices,market_cap,total_volumes
2016-03-19,10.44,816289545.7437397,26241552.22233686
2016-03-20,10.22,799245003.4284257,17365910.955602583
2016-03-21,11.85,927407651.003754,28692538.03850463
2016-03-22,11.32,886765230.0935057,19752147.756938808
2016-03-23,12.4,972225642.275035,19194415.657153998
2016-03-24,11.13,872598276.4440267,25440037.393962998
2016-03-25,10.64,834753145.0583116,13369781.43339712
2016-03-26,10.97,860590847.122157,9099232.99988865
2016-03-27,10.38,814770808.1488085,16296116.833151689
2016-03-28,11.68,917099302.4921898,23146182.980729047
2016-03-29,11.74,922332031.7043784,17227685.66894123
2016-03-30,11.88,934038009.0318996,18966041.620488863
2016-03-31,11.35,892916961.5825855,14483801.493105622
2016-04-01,11.64,915415691.5298438,11085851.666571325
2016-04-02,11.56,910108352.6203126,8250251.46099724
2016-04-03,11.51,906254482.4679867,6190954.954391588
2016-04-04,11.19,881135506.2361231,8612716.039295983
2016-04-05,10.42,821026031.4553995,19160809.10508679
2016-04-06,10.67,840796803.7682226,16326497.505610662
2016-04-07,10.03,790923840.975488,12647730.142575275
2016-04-08,9.76,769898368.4666554,14041839.904038262
2016-04-09,9.9,781106339.0553539,12961939.644313943
2016-04-10,8.81,695943784.1793737,42148631.996420056
2016-04-11,8.67,684660770.877576,14850316.572718466
2016-04-12,7.52,593949307.4480366,22286939.435105387
2016-04-13,8.02,633611436.0474921,30653780.43975513
2016-04-14,8.43,666925784.5002216,13178565.115089094
2016-04-15,8.21,649194329.0397049,11510142.230195371
2016-04-16,8.56,677141041.3390801,9164981.891612116
2016-04-17,9.32,738147546.3926145,23406128.933429755
2016-04-18,8.96,709720474.7865463,20650475.766265374
2016-04-19,8.7,689106961.8888905,11931697.805021903
2016-04-20,8.48,672532357.9918683,14929127.402227022
2016-04-21,8.11,643204549.648147,12241737.003326477
2016-04-22,7.86,623163882.7267805,12838519.618996318
2016-04-23,8.38,664843804.3114134,14263735.838354647
2016-04-24,8.0,634792414.6359913,10251449.903605143
2016-04-25,7.81,620380381.4729422,9849771.90571352
2016-04-26,7.42,589953549.0718942,17588527.338440873
2016-04-27,7.72,614038719.7664939,18898653.05760324
2016-04-28,7.25,576551379.9087085,10503191.403122593
2016-04-29,7.48,594731702.4822702,8232651.035704131
2016-04-30,8.89,707751631.3173722,36023474.61132939
2016-05-01,8.83,703213705.2833785,16329848.834566616
2016-05-02,10.11,805073117.8028661,40531647.2594358
2016-05-03,9.29,739862094.2932651,20068196.22374318
2016-05-04,9.41,750420702.3036536,16758119.374866204
2016-05-05,9.83,783653892.6075463,17630163.279848542
2016-05-06,9.28,740079043.0208727,20206557.47556278
2016-05-07,9.38,748684467.9155403,10242971.602412278
2016-05-08,9.53,760794311.5000647,14850766.415806817
2016-05-09,9.35,747045608.4385856,10349090.132607356
2016-05-10,9.35,747107780.4041426,8837274.15169184
2016-05-11,9.98,797843002.2628187,14650764.255450204
2016-05-12,10.09,806976736.4777818,22804335.07313709
2016-05-13,10.59,846829870.6061078,27489270.96990509
2016-05-14,10.18,814388813.0253446,18055946.18486381
2016-05-15,9.96,797447113.6994009,8453161.311741682
2016-05-16,11.13,891725938.6611807,27963225.28498735
2016-05-17,12.16,974091672.7174443,36364157.81238995
2016-05-18,13.35,1070392165.1001045,62651459.72818858
2016-05-19,14.72,1180254102.1753519,53477909.077545226
2016-05-20,13.69,1098527825.600999,48337340.57185815
2016-05-21,14.0,1123480271.01703,24426995.172922097
2016-05-22,14.25,1143985930.6592457,17413663.620256484
2016-05-23,13.24,1063005899.322382,21271913.57732469
2016-05-24,12.66,1017513902.0341961,41166028.01368196
2016-05-25,12.5,1005116816.0568345,25364775.557130534
2016-05-26,12.5,1005043803.4223615,19032556.07440177
2016-05-27,11.19,900334792.3619336,53491048.64137498
2016-05-28,11.76,946689008.4566064,44051409.767962486
2016-05-29,12.39,997114649.2059603,26254518.55363852
2016-05-30,12.68,1021153612.0329038,13289827.482192438
2016-05-31,14.01,1128785731.519008,39491270.92023739
2016-06-01,13.86,1117038106.1276379,20161807.321217276
2016-06-02,13.77,1110747962.0861454,9543717.946969878
2016-06-03,13.84,1116709699.2231467,21310804.97545615
2016-06-04,13.7,1105420836.3746781,14233023.489212893
2016-06-05,13.97,1127904559.166551,9908484.139421096
2016-06-06,13.94,1126059079.2933497,7633717.194766483
2016-06-07,14.55,1175566661.3926558,19688483.52449011
2016-06-08,14.43,1166543234.5850925,14566862.117567817
2016-06-09,14.44,1167724056.8805668,6538415.617239344
2016-06-10,13.94,1127971788.6557844,9751904.43375697
2016-06-11,13.96,1129771063.2214296,9986576.468801256
2016-06-12,15.7,1270814827.7909074,34155133.25971257
2016-06-13,17.55,1421627594.3482137,33190471.728637412
2016-06-14,18.77,1520848128.9016523,57195562.16615153
2016-06-15,18.42,1493198806.5705338,16794245.386186022
2016-06-16,20.51,1663058590.2352068,33609803.05751324
2016-06-17,15.4,1249053416.9715872,176008430.131423
2016-06-18,11.2,908703581.3956258,121410542.50029658
2016-06-19,12.23,992977657.9993956,68987538.97211507
2016-06-20,11.81,959600009.086865,79924563.1953664
2016-06-21,12.98,1055028896.3957832,73815982.10368486
2016-06-22,12.74,1035382450.4098117,157698817.03531438
2016-06-23,13.68,1112128273.0865185,35210083.60811146
2016-06-24,13.94,1134160918.5765297,42975326.33415148
2016-06-25,14.28,1161808477.683748,13474760.65320482
2016-06-26,13.85,1127161866.113175,12716765.335899664
2016-06-27,13.93,1134738651.812568,9026418.664550114
2016-06-28,12.3,1001816707.4205686,38649828.67116688
2016-06-29,12.8,1043352935.7311049,24102058.67142671
2016-06-30,13.34,1087390815.1043506,25109656.26842844
2016-07-01,12.33,1005775062.8852906,16090108.050608601
2016-07-02,12.02,980549295.6466436,12572639.309558652
2016-07-03,11.83,965373887.5132511,8919743.27120069
2016-07-04,11.42,932812328.2042702,10816581.462869536
2016-07-05,10.54,861199508.1291671,40761274.601703286
2016-07-06,10.51,859068161.5290377,16042852.433356386
2016-07-07,10.1,825747093.0896322,13787778.16557356
2016-07-08,11.4,932118254.1453621,17821594.496114336
2016-07-09,11.0,899784687.8420677,14035737.806230836
2016-07-10,10.96,896985032.1099088,4559501.88558977
2016-07-11,10.52,861156597.6960213,11938095.540816711
2016-07-12,10.61,868920981.0675113,8944484.246364418
2016-07-13,10.49,859665552.2352576,6087112.236380934
2016-07-14,11.24,921808085.7160168,13698700.023209212
2016-07-15,11.33,928901844.3372735,13798764.3887509
2016-07-16,11.7,960169025.1824887,10138776.97248824
2016-07-17,11.31,928781022.9092299,20447413.599733796
2016-07-18,11.02,905150788.2259313,13898138.245649716
2016-07-19,11.58,951503951.3461838,20242192.241273765
2016-07-20,12.15,998549464.8233292,29894784.28435568
2016-07-21,12.61,1036388808.2886974,24473811.51309662
2016-07-22,14.32,1177755541.070433,72391413.22249371
2016-07-23,14.39,1183972887.7908795,72744516.35031606
2016-07-24,12.8,1053890906.6279503,71639748.40237246
2016-07-25,13.82,1137688271.2296822,33694267.533380985
2016-07-26,11.77,969670072.7276816,76432694.99620306
2016-07-27,12.97,1068505615.2937703,48754958.64137967
2016-07-28,12.88,1062067696.4315883,19481593.529681668
2016-07-29,12.84,1058924002.9712181,10125341.279974585
2016-07-30,12.55,1035160533.0510787,8150653.892600032
2016-07-31,11.87,979546056.9825448,20238765.447837573
2016-08-01,10.97,905616046.061989,17147499.527635228
2016-08-02,8.35,689901283.219963,60708724.33736284
2016-08-03,10.22,844612892.2756267,44330639.67738887
2016-08-04,11.03,911931922.0513974,29307740.66438063
2016-08-05,10.94,904674489.3809131,10956639.34702048
2016-08-06,10.9,901592852.5380467,11692994.41648213
2016-08-07,10.92,903742755.7733909,11883004.411650596
2016-08-08,11.25,931042241.4656782,10967961.760577636
2016-08-09,12.19,1009705614.3654938,29672733.520185594
2016-08-10,12.14,1005960650.7643628,23499542.868399795
2016-08-11,11.99,993657810.9651861,24164966.873272106
2016-08-12,11.97,992852191.9212197,24135899.78447133
2016-08-13,11.58,960366408.498685,6655535.198454872
2016-08-14,11.26,934377927.8960145,7543085.399330939
2016-08-15,11.23,932326143.2853824,5064027.898267308
2016-08-16,10.25,851307063.4618484,5249879.8049723925
2016-08-17,10.74,891887550.1509097,5256928.972461218
2016-08-18,10.72,891315247.0386077,4567012.374311765
2016-08-19,10.72,891164434.8398446,3192133.226690042
2016-08-20,11.26,936793411.7477161,5076175.103616041
2016-08-21,11.15,928118646.4965856,3197471.3310449845
2016-08-22,11.06,920760944.831664,4831490.757852666
2016-08-23,11.01,917054933.5053089,4721007.823312022
2016-08-24,11.01,917509231.7189381,3221362.082246617
2016-08-25,11.34,944980815.0070009,6231804.810184036
2016-08-26,11.26,938479976.3330711,4403460.384900961
2016-08-27,11.15,929893628.9463943,1903199.5609802417
2016-08-28,10.91,910522226.8620988,4055631.700066124
2016-08-29,10.91,910306587.9266042,5810173.643565886
2016-08-30,11.21,936081383.0388741,5550355.265152284
2016-08-31,11.5,960315422.2529753,7446354.073382742
2016-09-01,12.0,1002979070.4858418,19546439.786958296
2016-09-02,12.09,1010736310.5378789,7683911.541524928
2016-09-03,11.8,986576697.7263979,10099601.667450976
2016-09-04,11.66,975664137.5387731,5035842.952199199
2016-09-05,11.75,983510024.4105914,3788155.072558386
2016-09-06,11.68,978261092.6084977,4815696.850474364
2016-09-07,11.55,967355053.646816,4664621.634283545
2016-09-08,11.34,949823761.5796945,7944145.032547882
2016-09-09,11.63,974812003.5841372,3826059.408074749
2016-09-10,12.12,1016072616.831647,4731455.712652934
2016-09-11,11.6,972702164.2737088,6472336.880957989
2016-09-12,11.85,994145301.609289,4554653.825275872
2016-09-13,11.88,997422104.3891094,6637362.777464354
2016-09-14,11.91,1000350301.4766209,3846492.7555122753
2016-09-15,11.9,999855875.8932285,4500681.300284119
2016-09-16,12.52,1052421113.1733788,14494427.653257197
2016-09-17,12.68,1066458048.1588708,6237001.347482052
2016-09-18,12.37,1040236010.887626,18914756.790781923
2016-09-19,13.16,1107285960.0478551,11627825.017810639
2016-09-20,14.31,1204332733.2298675,28747263.944959663
2016-09-21,13.71,1154027780.2700548,25166170.46583509
2016-09-22,13.23,1114753105.9884236,23902556.17228226
2016-09-23,13.32,1122387371.9483435,7256064.666833526
2016-09-24,12.86,1084102058.9176946,7988975.03646825
2016-09-25,13.05,1100233097.311396,4488914.611269901
2016-09-26,12.82,1081499008.0468965,5602575.391137662
2016-09-27,13.07,1103562692.3435485,5399539.834538619
2016-09-28,13.31,1124190330.6353893,6516563.112363243
2016-09-29,13.1,1106268658.338769,4241372.3389502475
2016-09-30,13.19,1114978390.1540408,4568583.2756650625
2016-10-01,13.27,1121767153.3880613,4727545.880665653
2016-10-02,13.2,1116158962.9099944,2764266.958777093
2016-10-03,13.47,1139675567.6165462,5821790.035410628
2016-10-04,13.26,1122448916.2531135,6702196.6980442945
2016-10-05,13.06,1105495725.0792377,6285719.065320643
2016-10-06,12.83,1086400169.4406376,9120081.098095493
2016-10-07,12.66,1072424202.4064465,6504030.816998282
2016-10-08,12.18,1032213087.4672256,8853947.552639049
2016-10-09,12.03,1020207839.2316508,5440893.661712
2016-10-10,11.84,1004236335.549423,9479462.92900281
2016-10-11,11.75,997294452.394914,8989864.764158806
2016-10-12,11.85,1006549794.2460625,7565516.582482849
2016-10-13,11.96,1015964123.7672851,6550532.31361221
2016-10-14,11.92,1012567915.6864122,3393733.0814907444
2016-10-15,11.94,1015379673.8239383,3047472.2344031925
2016-10-16,11.93,1014551965.6012961,2051473.3981454277
2016-10-17,11.97,1018744183.3917441,4329663.894079154
2016-10-18,12.51,1064628048.1422825,14699505.269326214
2016-10-19,11.97,1019440133.5922542,7727576.680042059
2016-10-20,12.02,1023487873.4228995,4811381.15158085
2016-10-21,12.09,1030182192.7281948,2496841.1791091952
2016-10-22,12.05,1026687902.3286453,3995386.223650696
2016-10-23,11.93,1017581341.656798,2843471.0792325726
2016-10-24,11.89,1014274172.0789354,2417942.610433313
2016-10-25,11.27,961902672.6889603,13528339.239714485
2016-10-26,11.5,981270911.3193351,6113958.130893516
2016-10-27,11.46,978335224.2052029,8682323.137549385
2016-10-28,11.52,984269328.3943177,8907341.45947652
2016-10-29,10.34,883346994.5449576,21618613.51080939
2016-10-30,11.19,956201948.7341646,12714282.56566218
2016-10-31,10.88,930359100.1537943,9254943.69991251
2016-11-01,10.79,923284106.0659813,17471506.378140815
2016-11-02,10.78,922879134.3461332,7632829.9444044735
2016-11-03,10.81,925622888.0829407,11623516.370152857
2016-11-04,11.13,953223436.315442,5924309.345130352
2016-11-05,11.07,948094434.4750459,3076392.2948442292
2016-11-06,10.92,935993552.9610422,3218494.7703560493
2016-11-07,10.87,932357915.5754921,2949427.1027813354
2016-11-08,10.89,934033643.8762665,4085085.3360599373
2016-11-09,10.66,915091038.306155,12761164.948392091
2016-11-10,10.52,902927283.1963692,2902119.1234792797
2016-11-11,10.29,883831055.7586268,4630773.4709864445
2016-11-12,9.66,830154646.5339867,7585168.214197377
2016-11-13,10.11,868826185.2627618,7517444.6862510005
2016-11-14,9.99,858907304.312002,2576156.680039528
2016-11-15,10.2,877146449.7853684,4844767.740034414
2016-11-16,10.03,862443066.8905919,7762025.46717357
2016-11-17,9.96,857469644.9666562,5552737.539381997
2016-11-18,9.45,813868305.3690429,8802335.674523208
2016-11-19,9.67,832570726.9340843,3851758.816579985
2016-11-20,9.53,821098057.2191805,4110666.001854235
2016-11-21,9.58,825310560.8512948,2465979.6564902803
2016-11-22,9.81,846010291.5384672,9216379.377587905
2016-11-23,9.75,841238275.5424864,3470748.2472650427
2016-11-24,9.18,792161484.4680631,13786747.083724402
2016-11-25,9.34,805772134.224589,6006996.215784014
2016-11-26,9.29,802029049.6889203,2161817.2787581105
2016-11-27,8.91,769442732.486036,6689742.924678162
2016-11-28,8.71,752553451.4139076,4477356.374190036
2016-11-29,8.16,705297428.006268,13917166.749888523
2016-11-30,8.65,748071852.89044,9134285.15725555
2016-12-01,8.44,730151014.1821295,4918051.799250141
2016-12-02,7.64,661018149.1755499,15380798.551991535
2016-12-03,7.89,683319039.0920178,10486224.197755983
2016-12-04,7.47,646883448.723041,6571191.489582562
2016-12-05,6.82,590496504.1573621,15221226.681976186
2016-12-06,7.63,661467705.6118599,56439748.77481539
2016-12-07,8.14,705334665.7063091,25080911.317097366
2016-12-08,8.3,720121915.7352629,12722352.036778716
2016-12-09,8.5,737938568.3108796,10533790.230199138
2016-12-10,8.1,702944255.6811203,5983385.689231349
2016-12-11,8.21,713308213.0334481,4100522.2593546156
2016-12-12,8.47,735934880.9008343,6987403.012327321
2016-12-13,8.35,725643347.5173056,2905152.217437659
2016-12-14,8.21,713465176.9517916,3686497.057651392
2016-12-15,7.77,675681120.2742975,8295155.05874539
2016-12-16,7.8,678214580.9425403,2694314.912774315
2016-12-17,7.82,680519827.6040249,5469007.7856543865
2016-12-18,7.86,683897439.864293,3489317.4199424963
2016-12-19,7.59,661159386.32716,3326290.3901573
2016-12-20,7.62,664148518.5948613,3764440.2234887206
2016-12-21,7.86,684634858.1163107,6468951.581053176
2016-12-22,7.58,660427962.7659905,12618111.15631556
2016-12-23,7.2,628063010.6930844,14660852.226076419
2016-12-24,7.22,630117081.0725466,5396882.270456221
2016-12-25,7.21,629516509.2890977,6089953.448754245
2016-12-26,7.27,634564176.0517044,4090569.3333637784
2016-12-27,7.17,626352253.3784304,6649186.1155613605
2016-12-28,7.61,665151773.2559114,13844753.339093078
2016-12-29,8.17,714246947.4367769,20692130.792193126
2016-12-30,8.15,712888825.7382647,7751538.43158162
2016-12-31,8.01,700638437.1090508,3754739.209030752
2017-01-01,8.06,705615194.8270631,7811699.12614274
